N,quadrant,species,specimen
3.250981272,LR,L. gibbosus,Lgib_5
3.593461326,LL,L. gibbosus,Lgib_5
2.911982703,LL,L. gibbosus,Lgib_5
2.167199895,UR,L. macrochirus,Lmac_1
2.633218728,UR,L. macrochirus,Lmac_1
3.049986807,UR,L. macrochirus,Lmac_1
2.455613958,UR,L. macrochirus,Lmac_1
2.271467919,UR,L. macrochirus,Lmac_1
2.65298964,UR,L. macrochirus,Lmac_1
2.648144982,UR,L. macrochirus,Lmac_1
2.942560929,UR,L. macrochirus,Lmac_1
2.36956734,UR,L. macrochirus,Lmac_1
2.471452263,UR,L. macrochirus,Lmac_1
3.096628899,UL,L. macrochirus,Lmac_1
3.806812611,UL,L. macrochirus,Lmac_1
3.752197428,UL,L. macrochirus,Lmac_1
3.604906095,UL,L. macrochirus,Lmac_1
3.433067841,UL,L. macrochirus,Lmac_1
2.897880237,UL,L. macrochirus,Lmac_1
3.837616398,UL,L. macrochirus,Lmac_1
4.85260167,UL,L. macrochirus,Lmac_1
4.590087894,UL,L. macrochirus,Lmac_1
3.596844741,UL,L. macrochirus,Lmac_1
2.459095443,UR,L. macrochirus,Lmac_1
2.438088849,UR,L. macrochirus,Lmac_1
2.211733482,UR,L. macrochirus,Lmac_1
3.11627232,UR,L. macrochirus,Lmac_1
3.326504979,UR,L. macrochirus,Lmac_1
3.799123923,UR,L. macrochirus,Lmac_1
2.956928184,UR,L. macrochirus,Lmac_1
3.701485431,UR,L. macrochirus,Lmac_1
3.892270809,UR,L. macrochirus,Lmac_1
3.850198779,UR,L. macrochirus,Lmac_1
3.906275205,UL,L. macrochirus,Lmac_1
4.338469695,UL,L. macrochirus,Lmac_1
3.830015973,UL,L. macrochirus,Lmac_1
3.379600077,UL,L. macrochirus,Lmac_1
4.471393773,UL,L. macrochirus,Lmac_1
5.868038064,UL,L. macrochirus,Lmac_1
3.33849894,UL,L. macrochirus,Lmac_1
6.101670225,UL,L. macrochirus,Lmac_1
6.418014624,UL,L. macrochirus,Lmac_1
5.29234755,UL,L. macrochirus,Lmac_1
1.557998862,UR,L. macrochirus,Lmac_1
3.146115021,UR,L. macrochirus,Lmac_1
3.060421455,UR,L. macrochirus,Lmac_1
2.72605179,UR,L. macrochirus,Lmac_1
2.981416263,UR,L. macrochirus,Lmac_1
4.170299259,UR,L. macrochirus,Lmac_1
4.432214808,UR,L. macrochirus,Lmac_1
4.108593615,UR,L. macrochirus,Lmac_1
4.38049269,UR,L. macrochirus,Lmac_1
4.45002432,UR,L. macrochirus,Lmac_1
4.142055099,UR,L. macrochirus,Lmac_1
4.633895763,UL,L. macrochirus,Lmac_1
4.504306065,UL,L. macrochirus,Lmac_1
4.883817351,UL,L. macrochirus,Lmac_1
5.851101375,UL,L. macrochirus,Lmac_1
6.327701961,UL,L. macrochirus,Lmac_1
6.076446621,UL,L. macrochirus,Lmac_1
5.095746621,UL,L. macrochirus,Lmac_1
5.812010673,UL,L. macrochirus,Lmac_1
4.84093134,UL,L. macrochirus,Lmac_1
5.443630332,UL,L. macrochirus,Lmac_1
3.655941723,LR,L. macrochirus,Lmac_1
4.549673247,LR,L. macrochirus,Lmac_1
3.636945564,LR,L. macrochirus,Lmac_1
3.737879208,LR,L. macrochirus,Lmac_1
4.260474624,LR,L. macrochirus,Lmac_1
4.277548611,LR,L. macrochirus,Lmac_1
4.892143494,LR,L. macrochirus,Lmac_1
3.902018967,LL,L. macrochirus,Lmac_1
4.09079391,LL,L. macrochirus,Lmac_1
3.996175974,LL,L. macrochirus,Lmac_1
5.727376263,LL,L. macrochirus,Lmac_1
5.576917269,LL,L. macrochirus,Lmac_1
5.198376876,LL,L. macrochirus,Lmac_1
3.209644767,LL,L. macrochirus,Lmac_1
4.72256085,LL,L. macrochirus,Lmac_1
4.679665032,LR,L. macrochirus,Lmac_1
2.863732263,LR,L. macrochirus,Lmac_1
3.079143018,LR,L. macrochirus,Lmac_1
3.566953005,LR,L. macrochirus,Lmac_1
3.699239628,LR,L. macrochirus,Lmac_1
4.047574461,LR,L. macrochirus,Lmac_1
3.177830859,LL,L. macrochirus,Lmac_1
4.24829433,LL,L. macrochirus,Lmac_1
3.582016557,LL,L. macrochirus,Lmac_1
3.343167072,LL,L. macrochirus,Lmac_1
5.902284108,LL,L. macrochirus,Lmac_1
3.993930171,LL,L. macrochirus,Lmac_1
2.389524585,LL,L. macrochirus,Lmac_1
2.308185327,LR,L. macrochirus,Lmac_1
2.480837562,LR,L. macrochirus,Lmac_1
4.098659124,LR,L. macrochirus,Lmac_1
2.62964898,LR,L. macrochirus,Lmac_1
3.420524688,LR,L. macrochirus,Lmac_1
2.924476821,LL,L. macrochirus,Lmac_1
2.932028211,LL,L. macrochirus,Lmac_1
3.048662862,LL,L. macrochirus,Lmac_1
4.009856739,LL,L. macrochirus,Lmac_1
4.66881849,LL,L. macrochirus,Lmac_1
3.169455681,LL,L. macrochirus,Lmac_1
3.406981221,LR,L. macrochirus,Lmac_1
1.709595468,LR,L. macrochirus,Lmac_1
3.289434519,LR,L. macrochirus,Lmac_1
2.428242621,LL,L. macrochirus,Lmac_1
2.620400979,LL,L. macrochirus,Lmac_1
3.153303552,LL,L. macrochirus,Lmac_1
2.583879711,LL,L. macrochirus,Lmac_1
3.803282091,LR,L. macrochirus,Lmac_1
1.586929512,LR,L. macrochirus,Lmac_1
3.224110092,LL,L. macrochirus,Lmac_1
2.989203021,LL,L. macrochirus,Lmac_1
3.074112027,LL,L. macrochirus,Lmac_1
2.781529989,LR,L. macrochirus,Lmac_1
3.565079868,LL,L. macrochirus,Lmac_1
2.896232661,LL,L. macrochirus,Lmac_1
2.713096743,UR,L. macrochirus,Lmac_2
3.150734118,UR,L. macrochirus,Lmac_2
2.398811814,UR,L. macrochirus,Lmac_2
2.118498333,UR,L. macrochirus,Lmac_2
1.746352104,UR,L. macrochirus,Lmac_2
1.47144228,UR,L. macrochirus,Lmac_2
1.761278358,UR,L. macrochirus,Lmac_2
1.452622647,UL,L. macrochirus,Lmac_2
1.571454066,UL,L. macrochirus,Lmac_2
1.800182727,UR,L. macrochirus,Lmac_2
2.624480691,UR,L. macrochirus,Lmac_2
3.21189057,UR,L. macrochirus,Lmac_2
2.558518809,UR,L. macrochirus,Lmac_2
1.711703973,UR,L. macrochirus,Lmac_2
1.765858227,UR,L. macrochirus,Lmac_2
2.105405988,UR,L. macrochirus,Lmac_2
2.361280425,UL,L. macrochirus,Lmac_2
1.968627759,UL,L. macrochirus,Lmac_2
2.096108952,UL,L. macrochirus,Lmac_2
3.297162435,UR,L. macrochirus,Lmac_2
3.317256978,UR,L. macrochirus,Lmac_2
4.038973722,UR,L. macrochirus,Lmac_2
2.46106665,UR,L. macrochirus,Lmac_2
2.601816714,UR,L. macrochirus,Lmac_2
3.036717936,UR,L. macrochirus,Lmac_2
3.076995285,UL,L. macrochirus,Lmac_2
2.787610329,UL,L. macrochirus,Lmac_2
2.176585194,UL,L. macrochirus,Lmac_2
1.611868713,UL,L. macrochirus,Lmac_2
2.642417694,UL,L. macrochirus,Lmac_2
3.402950544,UR,L. macrochirus,Lmac_2
3.695483547,UR,L. macrochirus,Lmac_2
2.591842995,UR,L. macrochirus,Lmac_2
1.797711363,UR,L. macrochirus,Lmac_2
3.496872183,UR,L. macrochirus,Lmac_2
3.597070302,UL,L. macrochirus,Lmac_2
3.146526915,UL,L. macrochirus,Lmac_2
3.140162172,UL,L. macrochirus,Lmac_2
1.741183815,UL,L. macrochirus,Lmac_2
3.777381804,UL,L. macrochirus,Lmac_2
2.927771973,UL,L. macrochirus,Lmac_2
2.119910541,UL,L. macrochirus,Lmac_2
2.45900718,LR,L. macrochirus,Lmac_2
3.467715972,LR,L. macrochirus,Lmac_2
3.173398095,LR,L. macrochirus,Lmac_2
2.975424186,LR,L. macrochirus,Lmac_2
3.62201931,LR,L. macrochirus,Lmac_2
3.39086832,LL,L. macrochirus,Lmac_2
3.786345402,LL,L. macrochirus,Lmac_2
3.690815415,LL,L. macrochirus,Lmac_2
2.14312371,LL,L. macrochirus,Lmac_2
2.392133247,LL,L. macrochirus,Lmac_2
3.93525489,LL,L. macrochirus,Lmac_2
2.96475417,LL,L. macrochirus,Lmac_2
3.296299419,LR,L. macrochirus,Lmac_2
2.660413539,LR,L. macrochirus,Lmac_2
2.496675867,LR,L. macrochirus,Lmac_2
2.93317563,LR,L. macrochirus,Lmac_2
2.357063415,LL,L. macrochirus,Lmac_2
3.592088346,LL,L. macrochirus,Lmac_2
2.334271947,LL,L. macrochirus,Lmac_2
1.924868925,LL,L. macrochirus,Lmac_2
2.397164238,LL,L. macrochirus,Lmac_2
2.729346942,LR,L. macrochirus,Lmac_2
3.399282726,LR,L. macrochirus,Lmac_2
2.325484875,LR,L. macrochirus,Lmac_2
2.45145579,LR,L. macrochirus,Lmac_2
2.992772769,LL,L. macrochirus,Lmac_2
2.10595518,LL,L. macrochirus,Lmac_2
1.876677327,LL,L. macrochirus,Lmac_2
2.753599653,LR,L. macrochirus,Lmac_2
2.625069111,LR,L. macrochirus,Lmac_2
3.396448503,LR,L. macrochirus,Lmac_2
2.048044845,LL,L. macrochirus,Lmac_2
2.507022252,UR,L. macrochirus,Lmac_3
2.818512186,UR,L. macrochirus,Lmac_3
2.671397379,UR,L. macrochirus,Lmac_3
2.055007815,UR,L. macrochirus,Lmac_3
2.491507578,UR,L. macrochirus,Lmac_3
4.407501168,UR,L. macrochirus,Lmac_3
3.436637589,UR,L. macrochirus,Lmac_3
3.714342408,UR,L. macrochirus,Lmac_3
3.566590146,UR,L. macrochirus,Lmac_3
2.524870992,UL,L. macrochirus,Lmac_3
2.25600228,UL,L. macrochirus,Lmac_3
4.859378307,UR,L. macrochirus,Lmac_3
5.020311177,UR,L. macrochirus,Lmac_3
4.5641778,UR,L. macrochirus,Lmac_3
4.070140368,UR,L. macrochirus,Lmac_3
3.55670469,UL,L. macrochirus,Lmac_3
3.053968449,UL,L. macrochirus,Lmac_3
2.816501751,UL,L. macrochirus,Lmac_3
5.183676183,UR,L. macrochirus,Lmac_3
6.157099389,UR,L. macrochirus,Lmac_3
6.913876158,UR,L. macrochirus,Lmac_3
4.235613879,UR,L. macrochirus,Lmac_3
6.465205908,UL,L. macrochirus,Lmac_3
5.052311418,UL,L. macrochirus,Lmac_3
3.917906307,UL,L. macrochirus,Lmac_3
4.73148522,UL,L. macrochirus,Lmac_3
4.452858543,UL,L. macrochirus,Lmac_3
5.148429825,LR,L. macrochirus,Lmac_3
5.625079446,LR,L. macrochirus,Lmac_3
5.574220344,LR,L. macrochirus,Lmac_3
5.709027366,LR,L. macrochirus,Lmac_3
7.269723153,LL,L. macrochirus,Lmac_3
8.020635336,LL,L. macrochirus,Lmac_3
6.940060848,LL,L. macrochirus,Lmac_3
6.336900927,LL,L. macrochirus,Lmac_3
7.386446067,LL,L. macrochirus,Lmac_3
5.520026862,LL,L. macrochirus,Lmac_3
5.171280135,LR,L. macrochirus,Lmac_3
5.200573644,LR,L. macrochirus,Lmac_3
5.206153827,LR,L. macrochirus,Lmac_3
5.244420741,LR,L. macrochirus,Lmac_3
5.936608608,LL,L. macrochirus,Lmac_3
5.538513057,LL,L. macrochirus,Lmac_3
6.718373613,LL,L. macrochirus,Lmac_3
6.547594515,LL,L. macrochirus,Lmac_3
4.735917984,LL,L. macrochirus,Lmac_3
3.444012453,LL,L. macrochirus,Lmac_3
4.452358386,LR,L. macrochirus,Lmac_3
4.476199203,LR,L. macrochirus,Lmac_3
4.658011176,LR,L. macrochirus,Lmac_3
2.329054623,LR,L. macrochirus,Lmac_3
4.568022144,LL,L. macrochirus,Lmac_3
4.545593535,LL,L. macrochirus,Lmac_3
5.65226445,LL,L. macrochirus,Lmac_3
3.943581033,LR,L. macrochirus,Lmac_3
3.844432263,LR,L. macrochirus,Lmac_3
5.630335998,LR,L. macrochirus,Lmac_3
3.444012453,LR,L. macrochirus,Lmac_3
1.507875285,UR,L. macrochirus,Lmac_4
2.090577804,UR,L. macrochirus,Lmac_4
2.064618675,UR,L. macrochirus,Lmac_4
2.230827711,UR,L. macrochirus,Lmac_4
2.561176506,UR,L. macrochirus,Lmac_4
2.951485299,UR,L. macrochirus,Lmac_4
1.993262943,UR,L. macrochirus,Lmac_4
2.25727719,UR,L. macrochirus,Lmac_4
3.192345219,UR,L. macrochirus,Lmac_4
1.492860768,UL,L. macrochirus,Lmac_4
1.84234302,UL,L. macrochirus,Lmac_4
1.692894147,UL,L. macrochirus,Lmac_4
2.561176506,UR,L. macrochirus,Lmac_4
4.831771602,UR,L. macrochirus,Lmac_4
2.393682753,UR,L. macrochirus,Lmac_4
1.980072528,UR,L. macrochirus,Lmac_4
3.438422463,UR,L. macrochirus,Lmac_4
3.102258117,UR,L. macrochirus,Lmac_4
2.636052951,UL,L. macrochirus,Lmac_4
1.488967389,UL,L. macrochirus,Lmac_4
2.425133802,UL,L. macrochirus,Lmac_4
1.853650491,UL,L. macrochirus,Lmac_4
1.635582039,UL,L. macrochirus,Lmac_4
1.61727237,UL,L. macrochirus,Lmac_4
4.283766249,UR,L. macrochirus,Lmac_4
2.861996424,UR,L. macrochirus,Lmac_4
3.834684105,UR,L. macrochirus,Lmac_4
4.118851737,UR,L. macrochirus,Lmac_4
4.252462305,UR,L. macrochirus,Lmac_4
2.921917194,UL,L. macrochirus,Lmac_4
3.326328453,UL,L. macrochirus,Lmac_4
2.07977049,UL,L. macrochirus,Lmac_4
1.411295949,UL,L. macrochirus,Lmac_4
2.766790068,UL,L. macrochirus,Lmac_4
3.231435921,UL,L. macrochirus,Lmac_4
2.300996796,LR,L. macrochirus,Lmac_4
2.710939203,LR,L. macrochirus,Lmac_4
4.18435269,LR,L. macrochirus,Lmac_4
2.002501137,LR,L. macrochirus,Lmac_4
3.734074092,LL,L. macrochirus,Lmac_4
2.358161799,LL,L. macrochirus,Lmac_4
2.742664848,LL,L. macrochirus,Lmac_4
1.587017775,LL,L. macrochirus,Lmac_4
2.716391895,LL,L. macrochirus,Lmac_4
2.740879974,LL,L. macrochirus,Lmac_4
3.252128691,LR,L. macrochirus,Lmac_4
4.763936583,LR,L. macrochirus,Lmac_4
2.811098094,LR,L. macrochirus,Lmac_4
2.587214091,LL,L. macrochirus,Lmac_4
2.620450014,LL,L. macrochirus,Lmac_4
1.764661773,LL,L. macrochirus,Lmac_4
1.850218041,LL,L. macrochirus,Lmac_4
3.737231946,LR,L. macrochirus,Lmac_4
1.679203575,LR,L. macrochirus,Lmac_4
2.774929878,LL,L. macrochirus,Lmac_4
2.216450649,LL,L. macrochirus,Lmac_4
2.321130567,LL,L. macrochirus,Lmac_4
2.602052082,LR,L. macrochirus,Lmac_4
2.723443128,LR,L. macrochirus,Lmac_4
2.53334424,LL,L. macrochirus,Lmac_4
1.25804196,LL,L. macrochirus,Lmac_4
2.529499896,UR,L. macrochirus,Lmac_5
2.035825323,UR,L. macrochirus,Lmac_5
1.623313482,UR,L. macrochirus,Lmac_5
2.07839751,UR,L. macrochirus,Lmac_5
2.150263206,UR,L. macrochirus,Lmac_5
1.949817933,UR,L. macrochirus,Lmac_5
2.259385695,UR,L. macrochirus,Lmac_5
2.055782568,UR,L. macrochirus,Lmac_5
2.452593402,UR,L. macrochirus,Lmac_5
2.779470519,UR,L. macrochirus,Lmac_5
1.96002702,UL,L. macrochirus,Lmac_5
3.321150357,UR,L. macrochirus,Lmac_5
3.682950201,UR,L. macrochirus,Lmac_5
3.723776742,UR,L. macrochirus,Lmac_5
3.233819022,UR,L. macrochirus,Lmac_5
2.341637004,UR,L. macrochirus,Lmac_5
3.832212741,UL,L. macrochirus,Lmac_5
2.553889905,UL,L. macrochirus,Lmac_5
4.61723367,UR,L. macrochirus,Lmac_5
4.993449804,UR,L. macrochirus,Lmac_5
3.045730569,UR,L. macrochirus,Lmac_5
3.7845213,UR,L. macrochirus,Lmac_5
4.620342489,UL,L. macrochirus,Lmac_5
2.754011547,UL,L. macrochirus,Lmac_5
3.63722016,UL,L. macrochirus,Lmac_5
3.187814385,UL,L. macrochirus,Lmac_5
2.658530595,UL,L. macrochirus,Lmac_5
2.815854489,UL,L. macrochirus,Lmac_5
4.559921562,LR,L. macrochirus,Lmac_5
3.338449905,LR,L. macrochirus,Lmac_5
5.632395468,LR,L. macrochirus,Lmac_5
5.522635524,LR,L. macrochirus,Lmac_5
5.413787631,LL,L. macrochirus,Lmac_5
5.921917722,LL,L. macrochirus,Lmac_5
5.306999208,LL,L. macrochirus,Lmac_5
3.607328424,LL,L. macrochirus,Lmac_5
4.428144903,LL,L. macrochirus,Lmac_5
3.401616792,LL,L. macrochirus,Lmac_5
4.958703603,LR,L. macrochirus,Lmac_5
5.878659045,LR,L. macrochirus,Lmac_5
5.537601006,LR,L. macrochirus,Lmac_5
3.570248157,LR,L. macrochirus,Lmac_5
3.560274438,LL,L. macrochirus,Lmac_5
3.971589825,LL,L. macrochirus,Lmac_5
5.116253058,LL,L. macrochirus,Lmac_5
2.982475419,LL,L. macrochirus,Lmac_5
2.597786037,LL,L. macrochirus,Lmac_5
3.456369273,LL,L. macrochirus,Lmac_5
4.21524474,LR,L. macrochirus,Lmac_5
4.737987261,LR,L. macrochirus,Lmac_5
3.654882567,LR,L. macrochirus,Lmac_5
3.547182093,LR,L. macrochirus,Lmac_5
3.296387682,LL,L. macrochirus,Lmac_5
2.807292978,LL,L. macrochirus,Lmac_5
3.204839337,LL,L. macrochirus,Lmac_5
2.66819049,LR,L. macrochirus,Lmac_5
3.414758172,LR,L. macrochirus,Lmac_5
3.865350594,LR,L. macrochirus,Lmac_5
3.117047073,LR,L. macrochirus,Lmac_5
3.29103306,LL,L. macrochirus,Lmac_5
2.551085103,UR,Mi. salmoides,Msal_1
3.487300551,UR,Mi. salmoides,Msal_1
3.893379,UR,Mi. salmoides,Msal_1
3.740664396,UR,Mi. salmoides,Msal_1
3.570542367,UR,Mi. salmoides,Msal_1
3.485741238,UR,Mi. salmoides,Msal_1
3.143172921,UR,Mi. salmoides,Msal_1
2.401253757,UR,Mi. salmoides,Msal_1
3.869704902,UL,Mi. salmoides,Msal_1
1.942188087,UL,Mi. salmoides,Msal_1
2.053281783,UL,Mi. salmoides,Msal_1
3.495352098,UL,Mi. salmoides,Msal_1
4.367920116,UR,Mi. salmoides,Msal_1
4.221746781,UR,Mi. salmoides,Msal_1
3.056537883,UR,Mi. salmoides,Msal_1
3.34506963,UR,Mi. salmoides,Msal_1
4.036345446,UR,Mi. salmoides,Msal_1
5.327486031,UR,Mi. salmoides,Msal_1
4.820111079,UR,Mi. salmoides,Msal_1
3.770242308,UR,Mi. salmoides,Msal_1
4.658472105,UL,Mi. salmoides,Msal_1
4.988448234,UL,Mi. salmoides,Msal_1
4.0748085,UL,Mi. salmoides,Msal_1
3.703750848,UL,Mi. salmoides,Msal_1
3.322356618,UL,Mi. salmoides,Msal_1
3.388112553,UL,Mi. salmoides,Msal_1
2.823955071,UL,Mi. salmoides,Msal_1
4.601591505,UR,Mi. salmoides,Msal_1
3.001579455,UR,Mi. salmoides,Msal_1
3.122431116,UR,Mi. salmoides,Msal_1
3.955015995,UR,Mi. salmoides,Msal_1
2.204162478,UR,Mi. salmoides,Msal_1
4.101503154,UR,Mi. salmoides,Msal_1
3.102875958,UR,Mi. salmoides,Msal_1
4.123206045,UR,Mi. salmoides,Msal_1
1.887376764,UL,Mi. salmoides,Msal_1
4.689236664,UL,Mi. salmoides,Msal_1
4.877854695,UL,Mi. salmoides,Msal_1
3.204211689,UL,Mi. salmoides,Msal_1
5.151234627,UL,Mi. salmoides,Msal_1
4.031667507,UL,Mi. salmoides,Msal_1
4.379600253,UL,Mi. salmoides,Msal_1
3.769967712,UR,Mi. salmoides,Msal_1
5.864125071,UR,Mi. salmoides,Msal_1
6.053968977,UR,Mi. salmoides,Msal_1
4.162267326,UR,Mi. salmoides,Msal_1
4.10874072,UR,Mi. salmoides,Msal_1
5.091058875,UR,Mi. salmoides,Msal_1
4.434362541,UR,Mi. salmoides,Msal_1
4.654117797,UL,Mi. salmoides,Msal_1
4.002550524,UL,Mi. salmoides,Msal_1
2.910364548,UL,Mi. salmoides,Msal_1
3.512798751,UL,Mi. salmoides,Msal_1
3.987987129,UL,Mi. salmoides,Msal_1
3.545867955,UL,Mi. salmoides,Msal_1
3.372499809,UL,Mi. salmoides,Msal_1
5.877217416,UR,Mi. salmoides,Msal_1
3.663640218,UR,Mi. salmoides,Msal_1
2.870852145,UR,Mi. salmoides,Msal_1
4.0532331,UR,Mi. salmoides,Msal_1
2.812873161,UR,Mi. salmoides,Msal_1
4.99205721,UR,Mi. salmoides,Msal_1
4.924339875,UL,Mi. salmoides,Msal_1
4.935323715,UL,Mi. salmoides,Msal_1
4.02557736,UL,Mi. salmoides,Msal_1
4.793416425,UL,Mi. salmoides,Msal_1
2.603238729,UL,Mi. salmoides,Msal_1
4.579614018,UL,Mi. salmoides,Msal_1
4.781324394,UL,Mi. salmoides,Msal_1
5.186902686,LR,Mi. salmoides,Msal_1
3.842049162,LR,Mi. salmoides,Msal_1
4.53171663,LR,Mi. salmoides,Msal_1
3.708566085,LR,Mi. salmoides,Msal_1
3.428958708,LR,Mi. salmoides,Msal_1
4.817414154,LR,Mi. salmoides,Msal_1
3.954094137,LL,Mi. salmoides,Msal_1
4.960056969,LL,Mi. salmoides,Msal_1
5.723404428,LL,Mi. salmoides,Msal_1
4.84122555,LL,Mi. salmoides,Msal_1
3.757924716,LL,Mi. salmoides,Msal_1
4.922643264,LL,Mi. salmoides,Msal_1
3.686765124,LL,Mi. salmoides,Msal_1
4.731504834,LR,Mi. salmoides,Msal_1
6.768644295,LR,Mi. salmoides,Msal_1
4.528323408,LR,Mi. salmoides,Msal_1
3.999206337,LR,Mi. salmoides,Msal_1
4.416690327,LR,Mi. salmoides,Msal_1
3.169269348,LR,Mi. salmoides,Msal_1
3.219000645,LL,Mi. salmoides,Msal_1
4.644046008,LL,Mi. salmoides,Msal_1
3.496823148,LL,Mi. salmoides,Msal_1
4.976032572,LL,Mi. salmoides,Msal_1
3.824278878,LL,Mi. salmoides,Msal_1
3.706545843,LL,Mi. salmoides,Msal_1
4.770703413,LL,Mi. salmoides,Msal_1
4.16267922,LR,Mi. salmoides,Msal_1
5.56400145,LR,Mi. salmoides,Msal_1
4.149763401,LR,Mi. salmoides,Msal_1
4.099580982,LR,Mi. salmoides,Msal_1
4.290895938,LR,Mi. salmoides,Msal_1
3.115379883,LL,Mi. salmoides,Msal_1
4.221109326,LL,Mi. salmoides,Msal_1
4.415631171,LL,Mi. salmoides,Msal_1
2.816305611,LL,Mi. salmoides,Msal_1
3.942786666,LL,Mi. salmoides,Msal_1
3.731318325,LL,Mi. salmoides,Msal_1
4.435823784,LL,Mi. salmoides,Msal_1
3.754492266,LR,Mi. salmoides,Msal_1
2.37858978,LR,Mi. salmoides,Msal_1
4.517702427,LR,Mi. salmoides,Msal_1
1.256600331,LR,Mi. salmoides,Msal_1
2.34181353,LR,Mi. salmoides,Msal_1
2.751785358,LL,Mi. salmoides,Msal_1
2.923966857,LL,Mi. salmoides,Msal_1
2.589410859,LL,Mi. salmoides,Msal_1
1.575072849,LL,Mi. salmoides,Msal_1
3.078976299,LL,Mi. salmoides,Msal_1
2.582173293,LL,Mi. salmoides,Msal_1
3.125314374,LL,Mi. salmoides,Msal_1
1.899194199,LR,Mi. salmoides,Msal_1
2.17989996,LR,Mi. salmoides,Msal_1
2.153881989,LR,Mi. salmoides,Msal_1
2.036335287,LR,Mi. salmoides,Msal_1
1.886602011,LL,Mi. salmoides,Msal_1
2.035334973,LL,Mi. salmoides,Msal_1
1.875696627,LL,Mi. salmoides,Msal_1
3.185529354,LL,Mi. salmoides,Msal_1
3.419249778,LL,Mi. salmoides,Msal_1
0.907520166,LR,Mi. salmoides,Msal_1
2.108642298,LR,Mi. salmoides,Msal_1
2.052369732,LR,Mi. salmoides,Msal_1
1.152969762,LL,Mi. salmoides,Msal_1
2.390309145,LL,Mi. salmoides,Msal_1
4.554204081,LL,Mi. salmoides,Msal_1
2.03240268,LL,Mi. salmoides,Msal_1
1.567109565,LR,Mi. salmoides,Msal_1
1.619949681,UR,Mi. salmoides,Msal_2
5.269654152,UR,Mi. salmoides,Msal_2
4.906579398,UR,Mi. salmoides,Msal_2
6.547574901,UR,Mi. salmoides,Msal_2
7.444425051,UR,Mi. salmoides,Msal_2
4.333046424,UR,Mi. salmoides,Msal_2
7.688344755,UR,Mi. salmoides,Msal_2
5.488958286,UR,Mi. salmoides,Msal_2
7.580722737,UR,Mi. salmoides,Msal_2
7.708086246,UR,Mi. salmoides,Msal_2
6.72024675,UR,Mi. salmoides,Msal_2
6.286630245,UR,Mi. salmoides,Msal_2
6.370440867,UL,Mi. salmoides,Msal_2
5.869989657,UL,Mi. salmoides,Msal_2
5.511386895,UL,Mi. salmoides,Msal_2
5.372853213,UL,Mi. salmoides,Msal_2
4.997715849,UL,Mi. salmoides,Msal_2
4.876962258,UL,Mi. salmoides,Msal_2
5.888446431,UL,Mi. salmoides,Msal_2
5.720599626,UR,Mi. salmoides,Msal_2
8.753031903,UR,Mi. salmoides,Msal_2
8.981495775,UR,Mi. salmoides,Msal_2
5.671907871,UR,Mi. salmoides,Msal_2
8.15912979,UR,Mi. salmoides,Msal_2
7.787120859,UR,Mi. salmoides,Msal_2
7.833890442,UL,Mi. salmoides,Msal_2
8.885720613,UL,Mi. salmoides,Msal_2
7.451564547,UL,Mi. salmoides,Msal_2
6.281138325,UL,Mi. salmoides,Msal_2
4.83465486,UL,Mi. salmoides,Msal_2
5.53104993,UL,Mi. salmoides,Msal_2
4.335684507,UL,Mi. salmoides,Msal_2
9.39304653,LR,Mi. salmoides,Msal_2
9.546094572,LR,Mi. salmoides,Msal_2
8.167838406,LR,Mi. salmoides,Msal_2
6.899744271,LR,Mi. salmoides,Msal_2
8.06007909,LR,Mi. salmoides,Msal_2
7.268713032,LR,Mi. salmoides,Msal_2
7.847345646,LL,Mi. salmoides,Msal_2
8.318660259,LL,Mi. salmoides,Msal_2
5.947415922,LL,Mi. salmoides,Msal_2
7.116861444,LL,Mi. salmoides,Msal_2
6.128619861,LL,Mi. salmoides,Msal_2
6.581928822,LL,Mi. salmoides,Msal_2
9.48591882,LL,Mi. salmoides,Msal_2
7.929498885,LR,Mi. salmoides,Msal_2
4.608917334,LR,Mi. salmoides,Msal_2
6.238830927,LR,Mi. salmoides,Msal_2
5.071837155,LR,Mi. salmoides,Msal_2
6.656854302,LR,Mi. salmoides,Msal_2
5.269830678,LL,Mi. salmoides,Msal_2
5.149390911,LL,Mi. salmoides,Msal_2
7.416190698,LL,Mi. salmoides,Msal_2
3.885052857,LR,Mi. salmoides,Msal_2
4.302311286,LR,Mi. salmoides,Msal_2
6.203398236,LR,Mi. salmoides,Msal_2
6.722747535,LR,Mi. salmoides,Msal_2
6.580094913,UR,Mi. salmoides,Msal_3
5.266613982,UR,Mi. salmoides,Msal_3
3.099708297,UR,Mi. salmoides,Msal_3
6.207556404,UR,Mi. salmoides,Msal_3
4.813618845,UR,Mi. salmoides,Msal_3
4.531314543,UR,Mi. salmoides,Msal_3
7.436285241,UR,Mi. salmoides,Msal_3
7.258484331,UR,Mi. salmoides,Msal_3
6.164395797,UR,Mi. salmoides,Msal_3
4.963234437,UR,Mi. salmoides,Msal_3
4.971580194,UR,Mi. salmoides,Msal_3
6.951613494,UR,Mi. salmoides,Msal_3
5.722472763,UL,Mi. salmoides,Msal_3
3.76961466,UL,Mi. salmoides,Msal_3
4.122990291,UL,Mi. salmoides,Msal_3
8.248785384,UR,Mi. salmoides,Msal_3
7.456928976,UR,Mi. salmoides,Msal_3
7.924585578,UR,Mi. salmoides,Msal_3
